,year_month,year,month,day,deaths,date
4205,2010M12,2010,12,13.0,53,2010-12-13
4206,2010M12,2010,12,14.0,60,2010-12-14
4207,2010M12,2010,12,15.0,48,2010-12-15
4208,2010M12,2010,12,16.0,56,2010-12-16
4209,2010M12,2010,12,17.0,60,2010-12-17
4210,2010M12,2010,12,18.0,65,2010-12-18
4211,2010M12,2010,12,19.0,64,2010-12-19
4212,2010M12,2010,12,20.0,56,2010-12-20
4213,2010M12,2010,12,21.0,58,2010-12-21
4214,2010M12,2010,12,22.0,65,2010-12-22
4215,2010M12,2010,12,23.0,67,2010-12-23
4216,2010M12,2010,12,24.0,73,2010-12-24
4217,2010M12,2010,12,25.0,51,2010-12-25
4218,2010M12,2010,12,26.0,51,2010-12-26
4219,2010M12,2010,12,27.0,45,2010-12-27
4220,2010M12,2010,12,28.0,57,2010-12-28
4221,2010M12,2010,12,29.0,41,2010-12-29
4222,2010M12,2010,12,30.0,57,2010-12-30
4223,2010M12,2010,12,31.0,58,2010-12-31
4225,2011M01,2011,1,1.0,39,2011-01-01
4226,2011M01,2011,1,2.0,57,2011-01-02
4227,2011M01,2011,1,3.0,58,2011-01-03
4228,2011M01,2011,1,4.0,67,2011-01-04
4229,2011M01,2011,1,5.0,66,2011-01-05
4230,2011M01,2011,1,6.0,45,2011-01-06
4231,2011M01,2011,1,7.0,39,2011-01-07
4232,2011M01,2011,1,8.0,54,2011-01-08
4233,2011M01,2011,1,9.0,55,2011-01-09
4234,2011M01,2011,1,10.0,64,2011-01-10
4235,2011M01,2011,1,11.0,74,2011-01-11
4236,2011M01,2011,1,12.0,68,2011-01-12
4237,2011M01,2011,1,13.0,52,2011-01-13
4238,2011M01,2011,1,14.0,66,2011-01-14
4239,2011M01,2011,1,15.0,60,2011-01-15
4240,2011M01,2011,1,16.0,49,2011-01-16
4241,2011M01,2011,1,17.0,49,2011-01-17
4242,2011M01,2011,1,18.0,55,2011-01-18
4243,2011M01,2011,1,19.0,57,2011-01-19
4244,2011M01,2011,1,20.0,54,2011-01-20
4245,2011M01,2011,1,21.0,55,2011-01-21
4246,2011M01,2011,1,22.0,80,2011-01-22
4247,2011M01,2011,1,23.0,59,2011-01-23
4248,2011M01,2011,1,24.0,54,2011-01-24
4249,2011M01,2011,1,25.0,58,2011-01-25
4250,2011M01,2011,1,26.0,51,2011-01-26
4251,2011M01,2011,1,27.0,63,2011-01-27
4252,2011M01,2011,1,28.0,54,2011-01-28
4253,2011M01,2011,1,29.0,62,2011-01-29
4254,2011M01,2011,1,30.0,67,2011-01-30
4255,2011M01,2011,1,31.0,53,2011-01-31
4257,2011M02,2011,2,1.0,62,2011-02-01
4258,2011M02,2011,2,2.0,61,2011-02-02
4259,2011M02,2011,2,3.0,53,2011-02-03
4260,2011M02,2011,2,4.0,65,2011-02-04
4261,2011M02,2011,2,5.0,47,2011-02-05
4262,2011M02,2011,2,6.0,54,2011-02-06
4263,2011M02,2011,2,7.0,61,2011-02-07
4264,2011M02,2011,2,8.0,51,2011-02-08
4265,2011M02,2011,2,9.0,54,2011-02-09
4266,2011M02,2011,2,10.0,45,2011-02-10
4267,2011M02,2011,2,11.0,62,2011-02-11
4268,2011M02,2011,2,12.0,52,2011-02-12
4269,2011M02,2011,2,13.0,49,2011-02-13
4270,2011M02,2011,2,14.0,65,2011-02-14
4271,2011M02,2011,2,15.0,65,2011-02-15
4272,2011M02,2011,2,16.0,50,2011-02-16
4273,2011M02,2011,2,17.0,57,2011-02-17
4274,2011M02,2011,2,18.0,59,2011-02-18
4275,2011M02,2011,2,19.0,64,2011-02-19
4276,2011M02,2011,2,20.0,51,2011-02-20
4277,2011M02,2011,2,21.0,56,2011-02-21
4278,2011M02,2011,2,22.0,56,2011-02-22
4279,2011M02,2011,2,23.0,44,2011-02-23
4280,2011M02,2011,2,24.0,56,2011-02-24
4281,2011M02,2011,2,25.0,64,2011-02-25
4282,2011M02,2011,2,26.0,61,2011-02-26
4283,2011M02,2011,2,27.0,51,2011-02-27
4284,2011M02,2011,2,28.0,59,2011-02-28
4289,2011M03,2011,3,1.0,47,2011-03-01
4290,2011M03,2011,3,2.0,61,2011-03-02
4291,2011M03,2011,3,3.0,50,2011-03-03
4292,2011M03,2011,3,4.0,53,2011-03-04
4293,2011M03,2011,3,5.0,60,2011-03-05
4294,2011M03,2011,3,6.0,42,2011-03-06
4295,2011M03,2011,3,7.0,63,2011-03-07
4296,2011M03,2011,3,8.0,72,2011-03-08
4297,2011M03,2011,3,9.0,56,2011-03-09
4298,2011M03,2011,3,10.0,49,2011-03-10
4299,2011M03,2011,3,11.0,58,2011-03-11
4300,2011M03,2011,3,12.0,48,2011-03-12
4301,2011M03,2011,3,13.0,59,2011-03-13
4302,2011M03,2011,3,14.0,55,2011-03-14
4303,2011M03,2011,3,15.0,64,2011-03-15
4304,2011M03,2011,3,16.0,46,2011-03-16
4305,2011M03,2011,3,17.0,55,2011-03-17
4306,2011M03,2011,3,18.0,45,2011-03-18
4307,2011M03,2011,3,19.0,57,2011-03-19
4308,2011M03,2011,3,20.0,56,2011-03-20
4309,2011M03,2011,3,21.0,52,2011-03-21
4310,2011M03,2011,3,22.0,45,2011-03-22
4311,2011M03,2011,3,23.0,58,2011-03-23
4312,2011M03,2011,3,24.0,50,2011-03-24
4313,2011M03,2011,3,25.0,57,2011-03-25
4314,2011M03,2011,3,26.0,60,2011-03-26
4315,2011M03,2011,3,27.0,55,2011-03-27
4316,2011M03,2011,3,28.0,44,2011-03-28
4317,2011M03,2011,3,29.0,45,2011-03-29
4318,2011M03,2011,3,30.0,68,2011-03-30
4319,2011M03,2011,3,31.0,52,2011-03-31
4321,2011M04,2011,4,1.0,52,2011-04-01
4322,2011M04,2011,4,2.0,45,2011-04-02
4323,2011M04,2011,4,3.0,54,2011-04-03
4324,2011M04,2011,4,4.0,44,2011-04-04
4325,2011M04,2011,4,5.0,58,2011-04-05
4326,2011M04,2011,4,6.0,40,2011-04-06
4327,2011M04,2011,4,7.0,45,2011-04-07
4328,2011M04,2011,4,8.0,61,2011-04-08
4329,2011M04,2011,4,9.0,50,2011-04-09
4330,2011M04,2011,4,10.0,50,2011-04-10
4331,2011M04,2011,4,11.0,51,2011-04-11
4332,2011M04,2011,4,12.0,51,2011-04-12
4333,2011M04,2011,4,13.0,46,2011-04-13
4334,2011M04,2011,4,14.0,46,2011-04-14
4335,2011M04,2011,4,15.0,51,2011-04-15
4336,2011M04,2011,4,16.0,55,2011-04-16
4337,2011M04,2011,4,17.0,43,2011-04-17
4338,2011M04,2011,4,18.0,53,2011-04-18
4339,2011M04,2011,4,19.0,51,2011-04-19
4340,2011M04,2011,4,20.0,63,2011-04-20
4341,2011M04,2011,4,21.0,50,2011-04-21
4342,2011M04,2011,4,22.0,58,2011-04-22
4343,2011M04,2011,4,23.0,31,2011-04-23
4344,2011M04,2011,4,24.0,67,2011-04-24
4345,2011M04,2011,4,25.0,57,2011-04-25
4346,2011M04,2011,4,26.0,50,2011-04-26
4347,2011M04,2011,4,27.0,56,2011-04-27
4348,2011M04,2011,4,28.0,48,2011-04-28
4349,2011M04,2011,4,29.0,52,2011-04-29
4350,2011M04,2011,4,30.0,51,2011-04-30
4353,2011M05,2011,5,1.0,48,2011-05-01
4354,2011M05,2011,5,2.0,54,2011-05-02
4355,2011M05,2011,5,3.0,57,2011-05-03
4356,2011M05,2011,5,4.0,59,2011-05-04
4357,2011M05,2011,5,5.0,54,2011-05-05
4358,2011M05,2011,5,6.0,44,2011-05-06
4359,2011M05,2011,5,7.0,45,2011-05-07
4360,2011M05,2011,5,8.0,57,2011-05-08
4361,2011M05,2011,5,9.0,46,2011-05-09
4362,2011M05,2011,5,10.0,52,2011-05-10
4363,2011M05,2011,5,11.0,48,2011-05-11
4364,2011M05,2011,5,12.0,59,2011-05-12
4365,2011M05,2011,5,13.0,44,2011-05-13
4366,2011M05,2011,5,14.0,48,2011-05-14
4367,2011M05,2011,5,15.0,56,2011-05-15
4368,2011M05,2011,5,16.0,39,2011-05-16
4369,2011M05,2011,5,17.0,40,2011-05-17
4370,2011M05,2011,5,18.0,54,2011-05-18
4371,2011M05,2011,5,19.0,49,2011-05-19
4372,2011M05,2011,5,20.0,46,2011-05-20
4373,2011M05,2011,5,21.0,45,2011-05-21
4374,2011M05,2011,5,22.0,44,2011-05-22
4375,2011M05,2011,5,23.0,41,2011-05-23
4376,2011M05,2011,5,24.0,46,2011-05-24
4377,2011M05,2011,5,25.0,52,2011-05-25
4378,2011M05,2011,5,26.0,60,2011-05-26
4379,2011M05,2011,5,27.0,45,2011-05-27
4380,2011M05,2011,5,28.0,39,2011-05-28
4381,2011M05,2011,5,29.0,45,2011-05-29
4382,2011M05,2011,5,30.0,38,2011-05-30
4383,2011M05,2011,5,31.0,52,2011-05-31
4385,2011M06,2011,6,1.0,58,2011-06-01
4386,2011M06,2011,6,2.0,49,2011-06-02
4387,2011M06,2011,6,3.0,50,2011-06-03
4388,2011M06,2011,6,4.0,47,2011-06-04
4389,2011M06,2011,6,5.0,59,2011-06-05
4390,2011M06,2011,6,6.0,41,2011-06-06
4391,2011M06,2011,6,7.0,44,2011-06-07
4392,2011M06,2011,6,8.0,34,2011-06-08
4393,2011M06,2011,6,9.0,45,2011-06-09
4394,2011M06,2011,6,10.0,45,2011-06-10
4395,2011M06,2011,6,11.0,56,2011-06-11
4396,2011M06,2011,6,12.0,43,2011-06-12
4397,2011M06,2011,6,13.0,44,2011-06-13
4398,2011M06,2011,6,14.0,47,2011-06-14
4399,2011M06,2011,6,15.0,52,2011-06-15
4400,2011M06,2011,6,16.0,49,2011-06-16
4401,2011M06,2011,6,17.0,45,2011-06-17
4402,2011M06,2011,6,18.0,38,2011-06-18
4403,2011M06,2011,6,19.0,59,2011-06-19
4404,2011M06,2011,6,20.0,41,2011-06-20
4405,2011M06,2011,6,21.0,54,2011-06-21
4406,2011M06,2011,6,22.0,45,2011-06-22
4407,2011M06,2011,6,23.0,45,2011-06-23
4408,2011M06,2011,6,24.0,53,2011-06-24
4409,2011M06,2011,6,25.0,41,2011-06-25
4410,2011M06,2011,6,26.0,41,2011-06-26
4411,2011M06,2011,6,27.0,40,2011-06-27
4412,2011M06,2011,6,28.0,50,2011-06-28
4413,2011M06,2011,6,29.0,47,2011-06-29
4414,2011M06,2011,6,30.0,51,2011-06-30
4417,2011M07,2011,7,1.0,41,2011-07-01
4418,2011M07,2011,7,2.0,45,2011-07-02
4419,2011M07,2011,7,3.0,64,2011-07-03
4420,2011M07,2011,7,4.0,57,2011-07-04
4421,2011M07,2011,7,5.0,39,2011-07-05
4422,2011M07,2011,7,6.0,46,2011-07-06
4423,2011M07,2011,7,7.0,49,2011-07-07
4424,2011M07,2011,7,8.0,41,2011-07-08
4425,2011M07,2011,7,9.0,43,2011-07-09
4426,2011M07,2011,7,10.0,43,2011-07-10
4427,2011M07,2011,7,11.0,58,2011-07-11
4428,2011M07,2011,7,12.0,51,2011-07-12
4429,2011M07,2011,7,13.0,45,2011-07-13
4430,2011M07,2011,7,14.0,47,2011-07-14
4431,2011M07,2011,7,15.0,55,2011-07-15
4432,2011M07,2011,7,16.0,45,2011-07-16
4433,2011M07,2011,7,17.0,50,2011-07-17
4434,2011M07,2011,7,18.0,51,2011-07-18
4435,2011M07,2011,7,19.0,44,2011-07-19
4436,2011M07,2011,7,20.0,54,2011-07-20
4437,2011M07,2011,7,21.0,47,2011-07-21
4438,2011M07,2011,7,22.0,55,2011-07-22
4439,2011M07,2011,7,23.0,46,2011-07-23
4440,2011M07,2011,7,24.0,41,2011-07-24
4441,2011M07,2011,7,25.0,48,2011-07-25
4442,2011M07,2011,7,26.0,42,2011-07-26
4443,2011M07,2011,7,27.0,41,2011-07-27
4444,2011M07,2011,7,28.0,49,2011-07-28
4445,2011M07,2011,7,29.0,47,2011-07-29
4446,2011M07,2011,7,30.0,33,2011-07-30
4447,2011M07,2011,7,31.0,41,2011-07-31
4449,2011M08,2011,8,1.0,48,2011-08-01
4450,2011M08,2011,8,2.0,46,2011-08-02
4451,2011M08,2011,8,3.0,43,2011-08-03
4452,2011M08,2011,8,4.0,48,2011-08-04
4453,2011M08,2011,8,5.0,61,2011-08-05
4454,2011M08,2011,8,6.0,44,2011-08-06
4455,2011M08,2011,8,7.0,45,2011-08-07
4456,2011M08,2011,8,8.0,45,2011-08-08
4457,2011M08,2011,8,9.0,54,2011-08-09
4458,2011M08,2011,8,10.0,46,2011-08-10
4459,2011M08,2011,8,11.0,35,2011-08-11
4460,2011M08,2011,8,12.0,46,2011-08-12
4461,2011M08,2011,8,13.0,44,2011-08-13
4462,2011M08,2011,8,14.0,49,2011-08-14
4463,2011M08,2011,8,15.0,53,2011-08-15
4464,2011M08,2011,8,16.0,57,2011-08-16
4465,2011M08,2011,8,17.0,47,2011-08-17
4466,2011M08,2011,8,18.0,57,2011-08-18
4467,2011M08,2011,8,19.0,53,2011-08-19
4468,2011M08,2011,8,20.0,56,2011-08-20
4469,2011M08,2011,8,21.0,50,2011-08-21
4470,2011M08,2011,8,22.0,56,2011-08-22
4471,2011M08,2011,8,23.0,45,2011-08-23
4472,2011M08,2011,8,24.0,57,2011-08-24
4473,2011M08,2011,8,25.0,62,2011-08-25
4474,2011M08,2011,8,26.0,45,2011-08-26
4475,2011M08,2011,8,27.0,45,2011-08-27
4476,2011M08,2011,8,28.0,52,2011-08-28
4477,2011M08,2011,8,29.0,49,2011-08-29
4478,2011M08,2011,8,30.0,47,2011-08-30
4479,2011M08,2011,8,31.0,50,2011-08-31
4481,2011M09,2011,9,1.0,57,2011-09-01
4482,2011M09,2011,9,2.0,52,2011-09-02
4483,2011M09,2011,9,3.0,38,2011-09-03
4484,2011M09,2011,9,4.0,50,2011-09-04
4485,2011M09,2011,9,5.0,52,2011-09-05
4486,2011M09,2011,9,6.0,38,2011-09-06
4487,2011M09,2011,9,7.0,45,2011-09-07
4488,2011M09,2011,9,8.0,47,2011-09-08
4489,2011M09,2011,9,9.0,43,2011-09-09
4490,2011M09,2011,9,10.0,52,2011-09-10
4491,2011M09,2011,9,11.0,55,2011-09-11
4492,2011M09,2011,9,12.0,40,2011-09-12
4493,2011M09,2011,9,13.0,55,2011-09-13
4494,2011M09,2011,9,14.0,52,2011-09-14
4495,2011M09,2011,9,15.0,48,2011-09-15
4496,2011M09,2011,9,16.0,55,2011-09-16
4497,2011M09,2011,9,17.0,50,2011-09-17
4498,2011M09,2011,9,18.0,52,2011-09-18
4499,2011M09,2011,9,19.0,43,2011-09-19
4500,2011M09,2011,9,20.0,44,2011-09-20
4501,2011M09,2011,9,21.0,49,2011-09-21
4502,2011M09,2011,9,22.0,53,2011-09-22
4503,2011M09,2011,9,23.0,48,2011-09-23
4504,2011M09,2011,9,24.0,52,2011-09-24
4505,2011M09,2011,9,25.0,41,2011-09-25
4506,2011M09,2011,9,26.0,44,2011-09-26
4507,2011M09,2011,9,27.0,46,2011-09-27
4508,2011M09,2011,9,28.0,50,2011-09-28
4509,2011M09,2011,9,29.0,44,2011-09-29
4510,2011M09,2011,9,30.0,43,2011-09-30
4513,2011M10,2011,10,1.0,45,2011-10-01
4514,2011M10,2011,10,2.0,43,2011-10-02
4515,2011M10,2011,10,3.0,52,2011-10-03
4516,2011M10,2011,10,4.0,49,2011-10-04
4517,2011M10,2011,10,5.0,42,2011-10-05
4518,2011M10,2011,10,6.0,52,2011-10-06
4519,2011M10,2011,10,7.0,63,2011-10-07
4520,2011M10,2011,10,8.0,48,2011-10-08
4521,2011M10,2011,10,9.0,47,2011-10-09
4522,2011M10,2011,10,10.0,50,2011-10-10
4523,2011M10,2011,10,11.0,51,2011-10-11
4524,2011M10,2011,10,12.0,58,2011-10-12
4525,2011M10,2011,10,13.0,45,2011-10-13
4526,2011M10,2011,10,14.0,61,2011-10-14
4527,2011M10,2011,10,15.0,37,2011-10-15
4528,2011M10,2011,10,16.0,46,2011-10-16
4529,2011M10,2011,10,17.0,58,2011-10-17
4530,2011M10,2011,10,18.0,42,2011-10-18
4531,2011M10,2011,10,19.0,53,2011-10-19
4532,2011M10,2011,10,20.0,61,2011-10-20
4533,2011M10,2011,10,21.0,60,2011-10-21
4534,2011M10,2011,10,22.0,48,2011-10-22
4535,2011M10,2011,10,23.0,53,2011-10-23
4536,2011M10,2011,10,24.0,45,2011-10-24
4537,2011M10,2011,10,25.0,51,2011-10-25
4538,2011M10,2011,10,26.0,46,2011-10-26
4539,2011M10,2011,10,27.0,57,2011-10-27
4540,2011M10,2011,10,28.0,49,2011-10-28
4541,2011M10,2011,10,29.0,51,2011-10-29
4542,2011M10,2011,10,30.0,49,2011-10-30
4543,2011M10,2011,10,31.0,67,2011-10-31
4545,2011M11,2011,11,1.0,44,2011-11-01
4546,2011M11,2011,11,2.0,54,2011-11-02
4547,2011M11,2011,11,3.0,51,2011-11-03
4548,2011M11,2011,11,4.0,48,2011-11-04
4549,2011M11,2011,11,5.0,53,2011-11-05
4550,2011M11,2011,11,6.0,64,2011-11-06
4551,2011M11,2011,11,7.0,55,2011-11-07
4552,2011M11,2011,11,8.0,62,2011-11-08
4553,2011M11,2011,11,9.0,44,2011-11-09
4554,2011M11,2011,11,10.0,47,2011-11-10
4555,2011M11,2011,11,11.0,39,2011-11-11
4556,2011M11,2011,11,12.0,58,2011-11-12
4557,2011M11,2011,11,13.0,56,2011-11-13
4558,2011M11,2011,11,14.0,54,2011-11-14
4559,2011M11,2011,11,15.0,65,2011-11-15
4560,2011M11,2011,11,16.0,40,2011-11-16
4561,2011M11,2011,11,17.0,40,2011-11-17
4562,2011M11,2011,11,18.0,53,2011-11-18
4563,2011M11,2011,11,19.0,50,2011-11-19
4564,2011M11,2011,11,20.0,54,2011-11-20
4565,2011M11,2011,11,21.0,52,2011-11-21
4566,2011M11,2011,11,22.0,53,2011-11-22
4567,2011M11,2011,11,23.0,60,2011-11-23
4568,2011M11,2011,11,24.0,48,2011-11-24
4569,2011M11,2011,11,25.0,48,2011-11-25
4570,2011M11,2011,11,26.0,47,2011-11-26
4571,2011M11,2011,11,27.0,59,2011-11-27
4572,2011M11,2011,11,28.0,55,2011-11-28
4573,2011M11,2011,11,29.0,41,2011-11-29
4574,2011M11,2011,11,30.0,43,2011-11-30
4577,2011M12,2011,12,1.0,61,2011-12-01
4578,2011M12,2011,12,2.0,50,2011-12-02
4579,2011M12,2011,12,3.0,49,2011-12-03
4580,2011M12,2011,12,4.0,55,2011-12-04
4581,2011M12,2011,12,5.0,59,2011-12-05
4582,2011M12,2011,12,6.0,54,2011-12-06
4583,2011M12,2011,12,7.0,63,2011-12-07
4584,2011M12,2011,12,8.0,53,2011-12-08
4585,2011M12,2011,12,9.0,48,2011-12-09
4586,2011M12,2011,12,10.0,60,2011-12-10
4587,2011M12,2011,12,11.0,43,2011-12-11
4588,2011M12,2011,12,12.0,53,2011-12-12
4589,2011M12,2011,12,13.0,55,2011-12-13
4590,2011M12,2011,12,14.0,52,2011-12-14
4591,2011M12,2011,12,15.0,58,2011-12-15
4592,2011M12,2011,12,16.0,53,2011-12-16
4593,2011M12,2011,12,17.0,45,2011-12-17
4594,2011M12,2011,12,18.0,42,2011-12-18
4595,2011M12,2011,12,19.0,53,2011-12-19
4596,2011M12,2011,12,20.0,42,2011-12-20
4597,2011M12,2011,12,21.0,50,2011-12-21
4598,2011M12,2011,12,22.0,66,2011-12-22
4599,2011M12,2011,12,23.0,58,2011-12-23
4600,2011M12,2011,12,24.0,48,2011-12-24
4601,2011M12,2011,12,25.0,51,2011-12-25
4602,2011M12,2011,12,26.0,42,2011-12-26
4603,2011M12,2011,12,27.0,49,2011-12-27
4604,2011M12,2011,12,28.0,58,2011-12-28
4605,2011M12,2011,12,29.0,62,2011-12-29
4606,2011M12,2011,12,30.0,68,2011-12-30
4607,2011M12,2011,12,31.0,64,2011-12-31
4609,2012M01,2012,1,1.0,65,2012-01-01
4610,2012M01,2012,1,2.0,57,2012-01-02
4611,2012M01,2012,1,3.0,60,2012-01-03
4612,2012M01,2012,1,4.0,49,2012-01-04
4613,2012M01,2012,1,5.0,53,2012-01-05
4614,2012M01,2012,1,6.0,49,2012-01-06
4615,2012M01,2012,1,7.0,46,2012-01-07
4616,2012M01,2012,1,8.0,43,2012-01-08
4617,2012M01,2012,1,9.0,64,2012-01-09
4618,2012M01,2012,1,10.0,46,2012-01-10
4619,2012M01,2012,1,11.0,52,2012-01-11
4620,2012M01,2012,1,12.0,65,2012-01-12
4621,2012M01,2012,1,13.0,58,2012-01-13
4622,2012M01,2012,1,14.0,61,2012-01-14
4623,2012M01,2012,1,15.0,55,2012-01-15
4624,2012M01,2012,1,16.0,53,2012-01-16
4625,2012M01,2012,1,17.0,50,2012-01-17
4626,2012M01,2012,1,18.0,68,2012-01-18
4627,2012M01,2012,1,19.0,58,2012-01-19
4628,2012M01,2012,1,20.0,51,2012-01-20
4629,2012M01,2012,1,21.0,40,2012-01-21
4630,2012M01,2012,1,22.0,38,2012-01-22
4631,2012M01,2012,1,23.0,70,2012-01-23
4632,2012M01,2012,1,24.0,64,2012-01-24
4633,2012M01,2012,1,25.0,61,2012-01-25
4634,2012M01,2012,1,26.0,53,2012-01-26
4635,2012M01,2012,1,27.0,63,2012-01-27
4636,2012M01,2012,1,28.0,50,2012-01-28
4637,2012M01,2012,1,29.0,46,2012-01-29
4638,2012M01,2012,1,30.0,59,2012-01-30
4639,2012M01,2012,1,31.0,69,2012-01-31
4641,2012M02,2012,2,1.0,51,2012-02-01
4642,2012M02,2012,2,2.0,63,2012-02-02
4643,2012M02,2012,2,3.0,49,2012-02-03
4644,2012M02,2012,2,4.0,52,2012-02-04
4645,2012M02,2012,2,5.0,48,2012-02-05
4646,2012M02,2012,2,6.0,66,2012-02-06
4647,2012M02,2012,2,7.0,57,2012-02-07
4648,2012M02,2012,2,8.0,64,2012-02-08
4649,2012M02,2012,2,9.0,44,2012-02-09
4650,2012M02,2012,2,10.0,67,2012-02-10
4651,2012M02,2012,2,11.0,73,2012-02-11
4652,2012M02,2012,2,12.0,68,2012-02-12
4653,2012M02,2012,2,13.0,62,2012-02-13
4654,2012M02,2012,2,14.0,72,2012-02-14
4655,2012M02,2012,2,15.0,73,2012-02-15
4656,2012M02,2012,2,16.0,77,2012-02-16
4657,2012M02,2012,2,17.0,57,2012-02-17
4658,2012M02,2012,2,18.0,55,2012-02-18
4659,2012M02,2012,2,19.0,63,2012-02-19
4660,2012M02,2012,2,20.0,67,2012-02-20
4661,2012M02,2012,2,21.0,66,2012-02-21
4662,2012M02,2012,2,22.0,62,2012-02-22
4663,2012M02,2012,2,23.0,59,2012-02-23
4664,2012M02,2012,2,24.0,65,2012-02-24
4665,2012M02,2012,2,25.0,68,2012-02-25
4666,2012M02,2012,2,26.0,67,2012-02-26
4667,2012M02,2012,2,27.0,73,2012-02-27
4668,2012M02,2012,2,28.0,45,2012-02-28
4669,2012M02,2012,2,29.0,69,2012-02-29
4673,2012M03,2012,3,1.0,58,2012-03-01
4674,2012M03,2012,3,2.0,71,2012-03-02
4675,2012M03,2012,3,3.0,76,2012-03-03
4676,2012M03,2012,3,4.0,51,2012-03-04
4677,2012M03,2012,3,5.0,55,2012-03-05
4678,2012M03,2012,3,6.0,65,2012-03-06
4679,2012M03,2012,3,7.0,63,2012-03-07
4680,2012M03,2012,3,8.0,80,2012-03-08
4681,2012M03,2012,3,9.0,54,2012-03-09
4682,2012M03,2012,3,10.0,68,2012-03-10
4683,2012M03,2012,3,11.0,58,2012-03-11
4684,2012M03,2012,3,12.0,60,2012-03-12
4685,2012M03,2012,3,13.0,65,2012-03-13
4686,2012M03,2012,3,14.0,61,2012-03-14
4687,2012M03,2012,3,15.0,67,2012-03-15
4688,2012M03,2012,3,16.0,63,2012-03-16
4689,2012M03,2012,3,17.0,77,2012-03-17
4690,2012M03,2012,3,18.0,66,2012-03-18
4691,2012M03,2012,3,19.0,73,2012-03-19
4692,2012M03,2012,3,20.0,53,2012-03-20
4693,2012M03,2012,3,21.0,60,2012-03-21
4694,2012M03,2012,3,22.0,77,2012-03-22
4695,2012M03,2012,3,23.0,61,2012-03-23
4696,2012M03,2012,3,24.0,62,2012-03-24
4697,2012M03,2012,3,25.0,74,2012-03-25
4698,2012M03,2012,3,26.0,48,2012-03-26
4699,2012M03,2012,3,27.0,73,2012-03-27
4700,2012M03,2012,3,28.0,65,2012-03-28
4701,2012M03,2012,3,29.0,46,2012-03-29
4702,2012M03,2012,3,30.0,65,2012-03-30
4703,2012M03,2012,3,31.0,69,2012-03-31
4705,2012M04,2012,4,1.0,58,2012-04-01
4706,2012M04,2012,4,2.0,67,2012-04-02
4707,2012M04,2012,4,3.0,56,2012-04-03
4708,2012M04,2012,4,4.0,59,2012-04-04
4709,2012M04,2012,4,5.0,51,2012-04-05
4710,2012M04,2012,4,6.0,44,2012-04-06
4711,2012M04,2012,4,7.0,55,2012-04-07
4712,2012M04,2012,4,8.0,59,2012-04-08
4713,2012M04,2012,4,9.0,57,2012-04-09
4714,2012M04,2012,4,10.0,57,2012-04-10
4715,2012M04,2012,4,11.0,57,2012-04-11
4716,2012M04,2012,4,12.0,52,2012-04-12
4717,2012M04,2012,4,13.0,52,2012-04-13
4718,2012M04,2012,4,14.0,47,2012-04-14
4719,2012M04,2012,4,15.0,47,2012-04-15
4720,2012M04,2012,4,16.0,49,2012-04-16
4721,2012M04,2012,4,17.0,48,2012-04-17
4722,2012M04,2012,4,18.0,46,2012-04-18
4723,2012M04,2012,4,19.0,61,2012-04-19
4724,2012M04,2012,4,20.0,54,2012-04-20
4725,2012M04,2012,4,21.0,47,2012-04-21
4726,2012M04,2012,4,22.0,60,2012-04-22
4727,2012M04,2012,4,23.0,40,2012-04-23
4728,2012M04,2012,4,24.0,45,2012-04-24
4729,2012M04,2012,4,25.0,55,2012-04-25
4730,2012M04,2012,4,26.0,49,2012-04-26
4731,2012M04,2012,4,27.0,53,2012-04-27
4732,2012M04,2012,4,28.0,54,2012-04-28
4733,2012M04,2012,4,29.0,50,2012-04-29
4734,2012M04,2012,4,30.0,60,2012-04-30
4737,2012M05,2012,5,1.0,56,2012-05-01
4738,2012M05,2012,5,2.0,53,2012-05-02
4739,2012M05,2012,5,3.0,49,2012-05-03
4740,2012M05,2012,5,4.0,52,2012-05-04
4741,2012M05,2012,5,5.0,52,2012-05-05
4742,2012M05,2012,5,6.0,57,2012-05-06
4743,2012M05,2012,5,7.0,54,2012-05-07
4744,2012M05,2012,5,8.0,37,2012-05-08
4745,2012M05,2012,5,9.0,53,2012-05-09
4746,2012M05,2012,5,10.0,53,2012-05-10
4747,2012M05,2012,5,11.0,67,2012-05-11
4748,2012M05,2012,5,12.0,56,2012-05-12
4749,2012M05,2012,5,13.0,49,2012-05-13
4750,2012M05,2012,5,14.0,50,2012-05-14
4751,2012M05,2012,5,15.0,40,2012-05-15
4752,2012M05,2012,5,16.0,51,2012-05-16
4753,2012M05,2012,5,17.0,43,2012-05-17
4754,2012M05,2012,5,18.0,48,2012-05-18
4755,2012M05,2012,5,19.0,29,2012-05-19
4756,2012M05,2012,5,20.0,48,2012-05-20
4757,2012M05,2012,5,21.0,42,2012-05-21
4758,2012M05,2012,5,22.0,47,2012-05-22
4759,2012M05,2012,5,23.0,53,2012-05-23
4760,2012M05,2012,5,24.0,49,2012-05-24
4761,2012M05,2012,5,25.0,44,2012-05-25
4762,2012M05,2012,5,26.0,46,2012-05-26
4763,2012M05,2012,5,27.0,53,2012-05-27
4764,2012M05,2012,5,28.0,51,2012-05-28
4765,2012M05,2012,5,29.0,41,2012-05-29
4766,2012M05,2012,5,30.0,41,2012-05-30
4767,2012M05,2012,5,31.0,47,2012-05-31
4769,2012M06,2012,6,1.0,40,2012-06-01
